Title,Subtitle,Album,Year,Duration,ImageUrl,MusicUrl,Artist,LocalMusicUrl,LocalImageUrl
MONTERO (Call Me By Your Name),Lil Nas X - MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),2021,137,https://c.saavncdn.com/012/MONTERO-Call-Me-By-Your-Name--English-2021-20210322233947-150x150.jpg,https://aac.saavncdn.com/012/f5b28379824be192ddde090a6c046c55_96.mp4,['Lil Nas X'],./music/MONTERO (Call Me By Your Name)/MONTERO (Call Me By Your Name).mp3,./music/MONTERO (Call Me By Your Name)/MONTERO (Call Me By Your Name).png
Unforgettable,French Montana ft. Swae Lee - Jungle Rules,Jungle Rules,2017,233,https://c.saavncdn.com/129/Jungle-Rules-English-2017-150x150.jpg,https://aac.saavncdn.com/129/e81b28f924d9caf29774ac9af76cfe2c_96.mp4,['French Montana'],./music/Unforgettable/Unforgettable.mp3,./music/Unforgettable/Unforgettable.png
Nonstop,Drake - Scorpion,Scorpion,2018,239,https://c.saavncdn.com/152/Scorpion-English-2018-20180701062706-150x150.jpg,https://aac.saavncdn.com/152/b21958c562b553b56eb9df12fbf3f3ad_96.mp4,['Drake'],./music/Nonstop/Nonstop.mp3,./music/Nonstop/Nonstop.png
Candy Paint,Post Malone - beerbongs &amp; bentleys,beerbongs &amp; bentleys,2018,229,https://c.saavncdn.com/454/beerbongs-bentleys-English-2018-20180426031217-150x150.jpg,https://aac.saavncdn.com/454/52e4a307969f7a3f5e09ab330dfa66fb_96.mp4,['Post Malone'],./music/Candy Paint/Candy Paint.mp3,./music/Candy Paint/Candy Paint.png
Don't Start Now,Dua Lipa - Don't Start Now,Don't Start Now,2019,183,https://c.saavncdn.com/175/Don-t-Start-Now-English-2019-20231009225321-150x150.jpg,https://aac.saavncdn.com/175/ebe4bde7f08c39cc9f98596f9b0d943f_96.mp4,['Dua Lipa'],./music/Don't Start Now/Don't Start Now.mp3,./music/Don't Start Now/Don't Start Now.png
Wishing Well,Juice WRLD - Legends Never Die,Legends Never Die,2020,195,https://c.saavncdn.com/302/Legends-Never-Die-English-2020-20200807042144-150x150.jpg,https://aac.saavncdn.com/302/608bf991782c36b6505d3446ac9149eb_96.mp4,['Juice WRLD'],./music/Wishing Well/Wishing Well.mp3,./music/Wishing Well/Wishing Well.png
BOP,DaBaby - KIRK,KIRK,2019,161,https://c.saavncdn.com/744/KIRK-English-2019-20190927032900-150x150.jpg,https://aac.saavncdn.com/744/573dbb7afff6ba25e2af2bf1d50af40f_96.mp4,['DaBaby'],./music/BOP/BOP.mp3,./music/BOP/BOP.png
BUTTERFLY EFFECT,Travis Scott - ASTROWORLD,ASTROWORLD,2018,191,https://c.saavncdn.com/169/ASTROWORLD-English-2018-20190328195029-150x150.jpg,https://aac.saavncdn.com/169/f90571966897ca0d08d008c7197865ff_96.mp4,['Travis Scott'],./music/BUTTERFLY EFFECT/BUTTERFLY EFFECT.mp3,./music/BUTTERFLY EFFECT/BUTTERFLY EFFECT.png
Rockin' Around the Christmas Tree,Brenda Lee - Christmas with Brenda Lee,Christmas with Brenda Lee,2014,127,https://c.saavncdn.com/620/Christmas-with-Brenda-Lee-English-2014-20160419235616-150x150.jpg,https://aac.saavncdn.com/620/7d8d1a756c08fccc35601fb2106a9f67_96.mp4,['Brenda Lee'],./music/Rockin' Around The Christmas Tree/Rockin' Around The Christmas Tree.mp3,./music/Rockin' Around The Christmas Tree/Rockin' Around The Christmas Tree.png
Knife Talk,"Drake ft. 21 Savage, Project Pat - Certified Lover Boy",Certified Lover Boy,2021,243,https://c.saavncdn.com/901/Certified-Lover-Boy-English-2021-20210922033636-150x150.jpg,https://aac.saavncdn.com/901/4d33a94f1c726d8766e3f3395cfe289c_96.mp4,['Drake'],./music/Knife Talk/Knife Talk.mp3,./music/Knife Talk/Knife Talk.png
For The Night,"Pop Smoke ft. LiL Baby, DaBaby - Shoot For The Stars Aim For The Moon",Shoot For The Stars Aim For The Moon,2020,190,https://c.saavncdn.com/672/Shoot-For-The-Stars-Aim-For-The-Moon-English-2020-20200703041557-150x150.jpg,https://aac.saavncdn.com/672/f7b02b4a83952415b0f71b0fda8ec870_96.mp4,['Pop Smoke'],./music/For The Night/For The Night.mp3,./music/For The Night/For The Night.png
Lemonade,"Internet Money, Gunna, Don Toliver ft. Nav - B4 The Storm",B4 The Storm,2020,195,https://c.saavncdn.com/265/B4-The-Storm-English-2020-20200827000729-150x150.jpg,https://aac.saavncdn.com/265/fad2389a81097e023a84bcc22b557e61_96.mp4,"['Internet Money', 'Gunna', 'Don Toliver']",./music/Lemonade/Lemonade.mp3,./music/Lemonade/Lemonade.png
Taste,Tyga ft. Offset - Taste (feat. Offset),Taste (feat. Offset),2018,232,https://c.saavncdn.com/321/Taste-feat-Offset--English-2018-20180513130635-150x150.jpg,https://aac.saavncdn.com/321/3c3a86f066c3338c9ce2183b07b67d49_96.mp4,['Tyga'],./music/Taste/Taste.mp3,./music/Taste/Taste.png
Mask Off,Future - FUTURE,FUTURE,2017,204,https://c.saavncdn.com/102/FUTURE-English-2017-150x150.jpg,https://aac.saavncdn.com/102/9accd78e2a7c594bf1f58740bba98300_96.mp4,['Future'],./music/Mask Off/Mask Off.mp3,./music/Mask Off/Mask Off.png
traitor,Olivia Rodrigo - SOUR,SOUR,2021,229,https://c.saavncdn.com/443/SOUR-English-2021-20210622205946-150x150.jpg,https://aac.saavncdn.com/443/f84411438cc5a5adb7bdd6c09ae8d5f8_96.mp4,['Olivia Rodrigo'],./music/traitor/traitor.mp3,./music/traitor/traitor.png
Suge,DaBaby - Baby On Baby,Baby On Baby,2019,163,https://c.saavncdn.com/460/Baby-On-Baby-English-2019-20190228231854-150x150.jpg,https://aac.saavncdn.com/460/c24b8453db40f0ebfbca91a065b785ce_96.mp4,['DaBaby'],./music/Suge/Suge.mp3,./music/Suge/Suge.png
Good Days,SZA - Good Days,Good Days,2020,279,https://c.saavncdn.com/717/Good-Days-English-2020-20201225040214-150x150.jpg,https://aac.saavncdn.com/717/34cc281bac51b01a1fc94b06b73cca18_96.mp4,['SZA'],./music/Good Days/Good Days.mp3,./music/Good Days/Good Days.png
Need to Know,Doja Cat - Planet Her,Planet Her,2021,210,https://c.saavncdn.com/852/Planet-Her-English-2021-20230921232131-150x150.jpg,https://aac.saavncdn.com/852/e24ca9086266172652fb1700eb8dc403_96.mp4,['Doja Cat'],./music/Need To Know/Need To Know.mp3,./music/Need To Know/Need To Know.png
Adore You,Harry Styles - Fine Line,Fine Line,2019,207,https://c.saavncdn.com/213/Fine-Line-English-2019-20191211223631-150x150.jpg,https://aac.saavncdn.com/213/063a54b5b776dcfb49e34f040eeaf3b2_96.mp4,['Harry Styles'],./music/Adore You/Adore You.mp3,./music/Adore You/Adore You.png
Believer,Imagine Dragons - Evolve,Evolve,2018,202,https://c.saavncdn.com/248/Evolve-English-2017-20180716230950-150x150.jpg,https://aac.saavncdn.com/248/a6b1b78b396245f712abda8f1daefee0_96.mp4,['Imagine Dragons'],./music/Believer/Believer.mp3,./music/Believer/Believer.png
I Like Me Better,"Zeper, Lauv - I Like Me Better (Zeper Remix)",I Like Me Better (Zeper Remix),2017,200,https://c.saavncdn.com/909/I-Like-Me-Better-Zeper-Remix--English-2017-20170623154647-150x150.jpg,https://aac.saavncdn.com/909/02807faac99dfeb558b23831ffbf0b0a_96.mp4,"['Zeper', 'Lauv']",./music/I Like Me Better/I Like Me Better.mp3,./music/I Like Me Better/I Like Me Better.png
iSpy (feat. Lil Yachty),Kyle ft. Lil Yachty - iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),2016,253,https://c.saavncdn.com/293/iSpy-feat-Lil-Yachty--English-2016-20190607043333-150x150.jpg,https://aac.saavncdn.com/293/2fab962bcff6871d29b5189ce7674cd5_96.mp4,['Kyle'],./music/iSpy/iSpy.mp3,./music/iSpy/iSpy.png
ZEZE (feat. Travis Scott &amp; Offset),"Kodak Black ft. Offset, Travis Scott - ZEZE (feat. Travis Scott &amp; Offset)",ZEZE (feat. Travis Scott &amp; Offset),2018,229,https://c.saavncdn.com/163/ZEZE-feat-Travis-Scott-Offset--English-2018-20190607041838-150x150.jpg,https://aac.saavncdn.com/163/bff7d2c9dde8a31454a9599dd4a98efc_96.mp4,['Kodak Black'],./music/ZEZE/ZEZE.mp3,./music/ZEZE/ZEZE.png
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert ft. Oh Wonder - Luv Is Rage 2,Luv Is Rage 2,2017,221,https://c.saavncdn.com/979/Luv-Is-Rage-2-English-2017-20190607042947-150x150.jpg,https://aac.saavncdn.com/979/77f7f2377c4c0395d5232a546c1e4064_96.mp4,['Lil Uzi Vert'],./music/The Way Life Goes/The Way Life Goes.mp3,./music/The Way Life Goes/The Way Life Goes.png
Better,Khalid - Better,Better,2018,229,https://c.saavncdn.com/200/Better-English-2018-20181026170059-150x150.jpg,https://aac.saavncdn.com/200/5195d2907cd485025d629f5b0f82098a_96.mp4,['Khalid'],./music/Better/Better.mp3,./music/Better/Better.png
Body Like A Back Road,Sam Hunt - Body Like A Back Road,Body Like A Back Road,2017,165,https://c.saavncdn.com/754/Body-Like-A-Back-Road-English-2017-150x150.jpg,https://aac.saavncdn.com/754/9f1c13c747370500169a6f8ed4495279_96.mp4,['Sam Hunt'],./music/Body Like A Back Road/Body Like A Back Road.mp3,./music/Body Like A Back Road/Body Like A Back Road.png
Swervin (feat. Veysel),A Boogie Wit da Hoodie ft. Veysel - Swervin (feat. Veysel),Swervin (feat. Veysel),2019,186,https://c.saavncdn.com/844/Swervin-feat-Veysel--English-2019-20190723210330-150x150.jpg,https://aac.saavncdn.com/844/95dfd44be160b8833e2425b2bbb7dd5f_96.mp4,['A Boogie Wit da Hoodie'],./music/Swervin/Swervin.mp3,./music/Swervin/Swervin.png
Thunder,Imagine Dragons - Evolve,Evolve,2018,187,https://c.saavncdn.com/248/Evolve-English-2017-20180716230950-150x150.jpg,https://aac.saavncdn.com/248/5d5e9942843acced279874a4c8774979_96.mp4,['Imagine Dragons'],./music/Thunder/Thunder.mp3,./music/Thunder/Thunder.png
Dance Monkey,Tones and I - Dance Monkey,Dance Monkey,2019,209,https://c.saavncdn.com/872/Dance-Monkey-English-2019-20190809200234-150x150.jpg,https://aac.saavncdn.com/872/6771611708f92f65d650d73e7136b89d_96.mp4,['Tones and I'],./music/Dance Monkey/Dance Monkey.mp3,./music/Dance Monkey/Dance Monkey.png
Don't Let Me Down,The Chainsmokers ft. Daya - Don't Let Me Down,Don't Let Me Down,2016,208,https://c.saavncdn.com/848/Don-t-Let-Me-Down-English-2016-150x150.jpg,https://aac.saavncdn.com/848/29c0372cad82dee0a7b942eb15119a8d_96.mp4,['The Chainsmokers'],./music/Don't Let Me Down/Don't Let Me Down.mp3,./music/Don't Let Me Down/Don't Let Me Down.png
Pop Out,Polo G ft. Lil Tjay - Die A Legend,Die A Legend,2019,166,https://c.saavncdn.com/911/Die-A-Legend-English-2019-20190531200321-150x150.jpg,https://aac.saavncdn.com/911/0c8fdd5372425dac2b4c8a334b260c8a_96.mp4,['Polo G'],./music/Pop Out/Pop Out.mp3,./music/Pop Out/Pop Out.png
No Guidance,Chris Brown ft. Drake - Indigo,Indigo,2019,260,https://c.saavncdn.com/421/Indigo-English-2019-20190626010547-150x150.jpg,https://aac.saavncdn.com/421/ba839cbec4bb5bc1f7f58e2e4b252297_96.mp4,['Chris Brown'],./music/No Guidance/No Guidance.mp3,./music/No Guidance/No Guidance.png
Passionfruit,Drake - More Life,More Life,2017,299,https://c.saavncdn.com/406/More-Life-English-2017-20200328182433-150x150.jpg,https://aac.saavncdn.com/406/86ca70e871f11d99ee59b4edadd31519_96.mp4,['Drake'],./music/Passionfruit/Passionfruit.mp3,./music/Passionfruit/Passionfruit.png
Dark Red,Steve Lacy - Dark Red,Dark Red,2017,173,https://c.saavncdn.com/160/Dark-Red-English-2017-20220822042740-150x150.jpg,https://aac.saavncdn.com/160/24bfbc14bb3932c8cc79784bdaea6c1e_96.mp4,['Steve Lacy'],./music/Dark Red/Dark Red.mp3,./music/Dark Red/Dark Red.png
Armed And Dangerous,Juice WRLD - Armed And Dangerous,Armed And Dangerous,2018,170,https://c.saavncdn.com/060/Armed-And-Dangerous-English-2018-20181108230910-150x150.jpg,https://aac.saavncdn.com/060/b1b1b6b0d4e20660dd438716b6790b38_96.mp4,['Juice WRLD'],./music/Armed And Dangerous/Armed And Dangerous.mp3,./music/Armed And Dangerous/Armed And Dangerous.png
Havana,Camila Cabello ft. Young Thug - Camila,Camila,2018,216,https://c.saavncdn.com/298/Camila-English-2018-20180106015713-150x150.jpg,https://aac.saavncdn.com/298/a3a2b8c60db7eb8fbd4629c359155859_96.mp4,['Camila Cabello'],./music/Havana/Havana.mp3,./music/Havana/Havana.png
Wasted On You,Morgan Wallen - Dangerous: The Double Album,Dangerous: The Double Album,2021,178,https://c.saavncdn.com/908/Dangerous-The-Double-Album-English-2021-20210108103828-150x150.jpg,https://aac.saavncdn.com/908/ab300b0fc561ca3193b3a270e33d4917_96.mp4,['Morgan Wallen'],./music/Wasted On You/Wasted On You.mp3,./music/Wasted On You/Wasted On You.png
Laugh Now Cry Later,Drake ft. Lil Durk - Laugh Now Cry Later,Laugh Now Cry Later,2020,261,https://c.saavncdn.com/764/Laugh-Now-Cry-Later-English-2020-20200814041138-150x150.jpg,https://aac.saavncdn.com/764/38203b4cc4316f6333c5881db7df54e5_96.mp4,['Drake'],./music/Laugh Now Cry Later/Laugh Now Cry Later.mp3,./music/Laugh Now Cry Later/Laugh Now Cry Later.png
That's What I Like,Bruno Mars - 24K Magic,24K Magic,2016,206,https://c.saavncdn.com/126/24K-Magic-English-2016-20190607043506-150x150.jpg,https://aac.saavncdn.com/126/92f8cfeb935049da436424e9ab72faca_96.mp4,['Bruno Mars'],./music/That's What I Like/That's What I Like.mp3,./music/That's What I Like/That's What I Like.png
Save Your Tears (Remix),"The Weeknd, Ariana Grande - Save Your Tears (Remix)",Save Your Tears (Remix),2021,191,https://c.saavncdn.com/995/Save-Your-Tears-Remix--English-2021-20210622192937-150x150.jpg,https://aac.saavncdn.com/995/0b2b801d69fcd3e5cb4cbe2ea8533d31_96.mp4,"['The Weeknd', 'Ariana Grande']",./music/Save Your Tears/Save Your Tears.mp3,./music/Save Your Tears/Save Your Tears.png
Die For You (Remix),"The Weeknd, Ariana Grande - Die For You (Remix)",Die For You (Remix),2023,232,https://c.saavncdn.com/917/Die-For-You-Remix-English-2023-20230224103729-150x150.jpg,https://aac.saavncdn.com/917/bccf4567807397c797e6a8df2b27543f_96.mp4,"['The Weeknd', 'Ariana Grande']",./music/Die For You/Die For You.mp3,./music/Die For You/Die For You.png
Godzilla,Eminem ft. Juice WRLD - Music To Be Murdered By,Music To Be Murdered By,2020,211,https://c.saavncdn.com/830/Music-To-Be-Murdered-By-English-2020-20200117040807-150x150.jpg,https://aac.saavncdn.com/830/e17defe16f9e3eda8895f83cb4676ab5_96.mp4,['Eminem'],./music/Godzilla/Godzilla.mp3,./music/Godzilla/Godzilla.png
Bounce Back,Big Sean - I Decided.,I Decided.,2017,222,https://c.saavncdn.com/910/I-Decided--English-2017-150x150.jpg,https://aac.saavncdn.com/910/d339d533ec90ca20497dd619d0385a54_96.mp4,['Big Sean'],./music/Bounce Back/Bounce Back.mp3,./music/Bounce Back/Bounce Back.png
Bad Habit,Steve Lacy - Bad Habit,Bad Habit,2022,232,https://c.saavncdn.com/940/Bad-Habit-English-2022-20220627223745-150x150.jpg,https://aac.saavncdn.com/940/044f233ab5ec1b7756d49bd96e4f511d_96.mp4,['Steve Lacy'],./music/Bad Habit/Bad Habit.mp3,./music/Bad Habit/Bad Habit.png
"WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) (Remix)","Jack Harlow ft. Tory Lanez, DaBaby, Lil Wayne - WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) (Remix)","WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) (Remix)",2020,227,https://c.saavncdn.com/608/WHATS-POPPIN-feat-DaBaby-Tory-Lanez-Lil-Wayne-Remix--English-2020-20200623210214-150x150.jpg,https://aac.saavncdn.com/608/4250d0e0cc8d2a535ba1850caa048e5e_96.mp4,['Jack Harlow'],./music/WHATS POPPIN/WHATS POPPIN.mp3,./music/WHATS POPPIN/WHATS POPPIN.png
Everybody Dies In Their Nightmares,XXXTENTACION - 17,17,2017,95,https://c.saavncdn.com/767/17-English-2017-20170823130421-150x150.jpg,https://aac.saavncdn.com/767/b41cff11dffc536acdab4fcee4a4762a_96.mp4,['XXXTENTACION'],./music/Everybody Dies In Their Nightmares/Everybody Dies In Their Nightmares.mp3,./music/Everybody Dies In Their Nightmares/Everybody Dies In Their Nightmares.png
Panda,Desiigner - Panda,Panda,2016,226,https://c.saavncdn.com/527/Panda-English-2016-150x150.jpg,https://aac.saavncdn.com/527/c1d082a1f2d00817d1928cce44b61455_96.mp4,['Desiigner'],./music/Panda/Panda.mp3,./music/Panda/Panda.png
Señorita,"Shawn Mendes, Camila Cabello - Señorita",Señorita,2019,191,https://c.saavncdn.com/624/Se-orita-English-2019-20190822022326-150x150.jpg,https://aac.saavncdn.com/624/08f3aeb374b4b6d641c47a0400b52db2_96.mp4,"['Shawn Mendes', 'Camila Cabello']",./music/Señorita/Señorita.mp3,./music/Señorita/Señorita.png
Bodak Yellow,Cardi B - Bodak Yellow,Bodak Yellow,2017,223,https://c.saavncdn.com/317/Bodak-Yellow-English-2017-20190607042941-150x150.jpg,https://aac.saavncdn.com/317/ebf60804863befd7833564bb3a7cd842_96.mp4,['Cardi B'],./music/Bodak Yellow/Bodak Yellow.mp3,./music/Bodak Yellow/Bodak Yellow.png
Jingle Bell Rock,Bobby Helms - Jingle Bell Rock,Jingle Bell Rock,2013,131,https://c.saavncdn.com/290/Jingle-Bell-Rock-English-2013-150x150.jpg,https://aac.saavncdn.com/290/0755061b7725262f7d7eeb0662570be8_96.mp4,['Bobby Helms'],./music/Jingle Bell Rock/Jingle Bell Rock.mp3,./music/Jingle Bell Rock/Jingle Bell Rock.png
Jumpman,"Drake, Future - What A Time To Be Alive",What A Time To Be Alive,2015,206,https://c.saavncdn.com/685/What-A-Time-To-Be-Alive-English-2015-20200428223607-150x150.jpg,https://aac.saavncdn.com/685/8e49ea441cda556ad8550cd1372401a5_96.mp4,"['Drake', 'Future']",./music/Jumpman/Jumpman.mp3,./music/Jumpman/Jumpman.png
Falling,Trevor Daniel - Homesick,Homesick,2018,159,https://c.saavncdn.com/855/Homesick-English-2018-20210701213428-150x150.jpg,https://aac.saavncdn.com/855/21699d5b9d3cab42a1a15825643e7c2b_96.mp4,['Trevor Daniel'],./music/Falling/Falling.mp3,./music/Falling/Falling.png
DÁKITI,"Bad Bunny, Jhay Cortez - DÁKITI",DÁKITI,2020,205,https://c.saavncdn.com/201/Dakiti-Spanish-2020-20201030050522-150x150.jpg,https://aac.saavncdn.com/201/8cfd8efcd6eb4953d7be69926ebdf66b_96.mp4,"['Bad Bunny', 'Jhay Cortez']",./music/DÁKITI/DÁKITI.mp3,./music/DÁKITI/DÁKITI.png
Needed Me,Rihanna - ANTI,ANTI,2016,191,https://c.saavncdn.com/578/ANTI-English-2016-20200328141917-150x150.jpg,https://aac.saavncdn.com/578/d0fefad8626562ea0cb9344ec3de2f36_96.mp4,['Rihanna'],./music/Needed Me/Needed Me.mp3,./music/Needed Me/Needed Me.png
Youngblood,5 Seconds Of Summer - Youngblood,Youngblood,2018,203,https://c.saavncdn.com/588/Youngblood-English-2018-20180411130214-150x150.jpg,https://aac.saavncdn.com/588/124fe2e94cae052cc7e94e1ad5289b44_96.mp4,['5 Seconds Of Summer'],./music/Youngblood/Youngblood.mp3,./music/Youngblood/Youngblood.png
Mr. Brightside (CD Pro Version),The Killers - Mr. Brightside,Mr. Brightside,2005,226,https://c.saavncdn.com/193/Mr-Brightside-English-2005-20200804104048-150x150.jpg,https://aac.saavncdn.com/193/5a4723572bfb13745cf8dae2bfbf7d28_96.mp4,['The Killers'],./music/Mr. Brightside/Mr. Brightside.mp3,./music/Mr. Brightside/Mr. Brightside.png
family ties,"Baby Keem, Kendrick Lamar - family ties",family ties,2021,252,https://c.saavncdn.com/214/family-ties-English-2021-20210827075346-150x150.jpg,https://aac.saavncdn.com/214/53ef888e710a6217e38a1397ecb75c5e_96.mp4,"['Baby Keem', 'Kendrick Lamar']",./music/family ties/family ties.mp3,./music/family ties/family ties.png
Woman,Doja Cat - Planet Her,Planet Her,2021,181,https://c.saavncdn.com/852/Planet-Her-English-2021-20230921232131-150x150.jpg,https://aac.saavncdn.com/852/2bb7cca3ca3919aa0f07d8801bab80c6_96.mp4,['Doja Cat'],./music/Woman/Woman.mp3,./music/Woman/Woman.png
505,Arctic Monkeys - Favourite Worst Nightmare,Favourite Worst Nightmare,2007,253,https://c.saavncdn.com/858/Favourite-Worst-Nightmare-English-2007-20230426182106-150x150.jpg,https://aac.saavncdn.com/858/05bc60da91c79b1ae7ada03f9b301b1f_96.mp4,['Arctic Monkeys'],./music/505/505.mp3,./music/505/505.png
I'm the One,"DJ Khaled ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne, Justin Bieber, Quavo - Grateful",Grateful,2017,289,https://c.saavncdn.com/270/Grateful-English-2017-150x150.jpg,https://aac.saavncdn.com/270/6026eee528014135e0c0097275de70b4_96.mp4,['DJ Khaled'],./music/I'm the One/I'm the One.mp3,./music/I'm the One/I'm the One.png
Hotline Bling,Drake - Views,Views,2016,267,https://c.saavncdn.com/521/Views-English-2016-20200713061113-150x150.jpg,https://aac.saavncdn.com/521/3d17c01c85a2ebe7cc40b6439a696364_96.mp4,['Drake'],./music/Hotline Bling/Hotline Bling.mp3,./music/Hotline Bling/Hotline Bling.png
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie ft. Kodak Black - Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),2017,209,https://c.saavncdn.com/838/Drowning-feat-Kodak-Black--English-2017-20190607043254-150x150.jpg,https://aac.saavncdn.com/838/19efe53031e2e0641b2dc60e4ce1f309_96.mp4,['A Boogie Wit da Hoodie'],./music/Drowning/Drowning.mp3,./music/Drowning/Drowning.png
changes,XXXTENTACION - ?,?,2018,122,https://c.saavncdn.com/736/UMG_00842812106736-English-2018-20180316065537-150x150.jpg,https://aac.saavncdn.com/736/e81b5d03305c8918aeac29b0538b2dbc_96.mp4,['XXXTENTACION'],./music/changes/changes.mp3,./music/changes/changes.png
my ex's best friend,"Blackbear, Machine Gun Kelly - Tickets To My Downfall",Tickets To My Downfall,2020,138,https://c.saavncdn.com/658/Tickets-To-My-Downfall-English-2020-20200925074339-150x150.jpg,https://aac.saavncdn.com/658/ec81db8eea471056cf8987e5a80a68b8_96.mp4,"['Blackbear', 'Machine Gun Kelly']",./music/my ex's best friend/my ex's best friend.mp3,./music/my ex's best friend/my ex's best friend.png
Mine,Bazzi - Mine,Mine,2017,133,https://c.saavncdn.com/541/Mine-English-2017-20190607042957-150x150.jpg,https://aac.saavncdn.com/541/13e8912ebf72315cedc87cd6776c06d5_96.mp4,['Bazzi'],./music/Mine/Mine.mp3,./music/Mine/Mine.png
The Middle,"Zedd, Maren Morris, Grey - The Middle",The Middle,2018,184,https://c.saavncdn.com/573/The-Middle-English-2018-20180123162712-150x150.jpg,https://aac.saavncdn.com/573/a358d4145497bc341c35d16174f1bac8_96.mp4,"['Zedd', 'Maren Morris', 'Grey']",./music/The Middle/The Middle.mp3,./music/The Middle/The Middle.png
